date,r1,r2,r3,r4,r5,r6,blue
2021-10-26,4,5,12,15,18,28,7
2021-10-28,6,14,15,19,29,31,5
2021-10-31,1,3,18,22,29,32,2
2021-11-02,14,19,20,23,24,31,9
2021-11-04,19,20,23,27,28,31,1
2021-11-07,7,15,16,20,27,29,7
2021-11-09,5,17,20,21,23,33,4
2021-11-11,4,15,21,27,28,29,10
2021-11-14,8,9,15,24,26,30,6
2021-11-16,8,11,18,19,20,24,1
2021-11-18,1,4,6,14,20,28,8
2021-11-21,1,3,12,19,27,31,10
2021-11-23,1,2,16,19,25,31,8
2021-11-25,3,10,17,19,21,31,4
2021-11-28,2,6,9,15,19,28,16
2021-11-30,3,7,10,14,21,24,1
2021-12-02,11,14,15,16,27,32,9
2021-12-05,12,14,19,23,24,27,1
2021-12-07,5,10,16,26,27,33,1
2021-12-09,1,14,19,23,26,30,10
2021-12-12,4,7,17,19,20,24,16
2021-12-14,1,9,11,13,20,29,9
2021-12-16,2,5,13,15,23,26,7
2021-12-19,4,7,10,14,16,26,9
2021-12-21,7,9,21,22,26,32,3
2021-12-23,5,10,11,13,27,28,9
2021-12-26,10,12,15,17,19,20,8
2021-12-28,5,10,15,18,19,32,5
2021-12-30,9,14,20,21,24,26,4
2022-01-02,6,13,15,17,20,21,3
2022-01-04,2,12,21,23,25,31,8
2022-01-06,2,5,16,17,18,30,6
2022-01-09,5,19,24,28,30,32,14
2022-01-11,7,10,12,16,19,31,16
2022-01-13,3,6,9,15,22,31,2
2022-01-16,1,20,22,23,25,28,16
2022-01-18,2,3,7,9,20,21,13
2022-01-20,4,15,17,19,25,28,16
2022-01-23,12,18,19,20,21,32,15
2022-01-25,6,15,23,24,25,33,15
2022-01-27,4,7,8,29,30,31,1
2022-02-08,2,3,4,7,10,18,15
2022-02-10,6,7,13,14,15,27,4
2022-02-13,6,14,16,27,28,31,7
2022-02-15,5,10,19,20,29,31,14
2022-02-17,6,9,24,29,30,32,7
2022-02-20,7,11,16,17,30,32,16
2022-02-22,5,6,14,20,21,25,8
2022-02-24,9,11,14,22,30,32,1
2022-02-27,3,7,22,24,26,31,14
2022-03-01,1,7,11,15,17,19,6
2022-03-03,7,12,17,19,24,25,2
2022-03-06,7,9,10,14,19,24,15
2022-03-08,6,19,24,25,28,32,4
2022-03-10,3,4,10,15,22,24,2
2022-03-13,14,15,18,19,26,32,9
2022-03-15,5,11,20,22,23,29,9
2022-03-17,3,8,10,13,26,32,8
2022-03-20,12,23,24,26,27,30,5
2022-03-22,1,10,11,22,26,32,7
2022-03-24,4,10,11,14,23,32,7
2022-03-27,5,12,19,22,25,26,5
2022-03-29,14,17,26,31,32,33,10
2022-03-31,8,12,13,19,23,25,15
2022-04-03,2,3,14,16,26,31,2
2022-04-05,1,10,13,20,22,32,14
2022-04-07,9,12,13,16,24,32,4
2022-04-10,2,6,7,10,15,20,5
2022-04-12,3,12,14,16,31,33,12
2022-04-14,5,7,21,22,24,29,14
2022-04-17,5,10,11,21,22,30,13
2022-04-19,2,17,20,23,25,27,8
2022-04-21,1,7,8,21,23,29,6
2022-04-24,3,12,17,18,19,28,4
2022-04-26,2,11,24,25,27,30,14
2022-04-28,3,7,8,14,27,30,9
2022-05-01,5,7,17,20,26,31,14
2022-05-03,2,4,7,18,25,26,10
2022-05-05,3,5,8,14,27,33,8
2022-05-08,2,5,11,17,21,33,1
2022-05-10,7,24,27,29,31,32,15
2022-05-12,10,14,18,23,27,33,15
2022-05-15,8,12,21,27,28,33,11
2022-05-17,2,4,9,26,28,33,3
2022-05-19,1,6,11,14,17,26,15
2022-05-22,12,15,20,26,30,33,16
2022-05-24,6,13,14,23,31,33,1
2022-05-26,6,9,18,19,29,33,6
2022-05-29,16,18,19,24,28,32,1
2022-05-31,1,3,16,18,29,33,6
2022-06-02,16,18,20,21,23,33,5
2022-06-05,6,8,9,17,22,31,11
2022-06-07,4,6,12,13,17,31,16
2022-06-09,9,14,18,23,28,31,2
2022-06-12,6,11,14,20,27,30,9
2022-06-14,1,5,13,21,26,29,15
2022-06-16,7,12,15,24,26,29,6
2022-06-19,6,7,13,19,26,29,8
2022-06-21,4,6,9,27,28,33,2
2022-06-23,4,7,15,18,29,33,1
2022-06-26,5,14,15,16,18,32,12
2022-06-28,6,10,14,15,26,29,12
2022-06-30,5,7,15,19,29,33,15
2022-07-03,1,2,4,25,26,30,10
2022-07-05,8,9,10,13,24,29,2
2022-07-07,3,17,18,19,20,27,16
2022-07-10,1,4,5,15,17,31,9
2022-07-12,1,9,15,17,22,23,16
2022-07-14,5,12,15,17,18,27,4
2022-07-17,4,8,11,21,27,30,1
2022-07-19,4,10,11,23,30,32,14
2022-07-21,8,12,13,14,19,20,5
2022-07-24,3,18,23,24,25,32,9
2022-07-26,7,9,14,31,32,33,13
2022-07-28,1,4,8,21,23,24,11
2022-07-31,5,6,9,13,23,25,8
2022-08-02,3,9,15,17,20,22,6
2022-08-04,2,7,15,29,31,33,15
2022-08-07,1,4,25,27,29,30,7
2022-08-09,8,18,20,22,24,28,10
2022-08-11,7,10,16,20,21,27,11
2022-08-14,21,22,24,28,29,32,14
2022-08-16,6,11,13,16,19,31,2
2022-08-18,4,13,14,18,20,28,8
2022-08-21,3,16,17,19,25,33,7
2022-08-23,4,5,10,13,30,31,14
2022-08-25,2,3,4,6,21,33,5
2022-08-28,1,11,23,24,26,32,15
2022-08-30,2,6,7,15,20,21,15
2022-09-01,4,16,18,19,27,28,4
2022-09-04,9,10,12,18,29,32,14
2022-09-06,6,9,12,14,20,28,10
2022-09-08,1,8,19,25,26,31,1
2022-09-11,6,12,13,15,21,23,15
2022-09-13,17,20,22,23,24,31,1
2022-09-15,3,9,11,15,19,28,16
2022-09-18,1,7,13,17,18,31,15
2022-09-20,4,11,13,19,22,33,11
2022-09-22,9,13,15,18,20,28,15
2022-09-25,2,10,11,13,28,31,1
2022-09-27,3,5,8,17,25,31,1
2022-09-29,13,14,20,24,27,29,2
2022-10-06,1,5,15,19,26,29,13
2022-10-09,6,7,18,20,27,29,9
2022-10-11,8,14,26,27,30,33,1
2022-10-13,4,13,17,18,28,29,6
2022-10-16,2,6,7,11,14,33,8
2022-10-18,2,5,15,18,26,27,4
2022-10-20,2,15,19,26,27,29,2
2022-10-23,12,17,22,27,30,31,2
2022-10-25,6,8,17,19,24,28,5
2022-10-27,10,13,16,20,21,25,5
2022-10-30,5,10,13,18,24,26,1
2022-11-01,2,3,7,12,20,31,16
2022-11-03,1,13,15,17,26,33,13
2022-11-06,3,4,9,10,29,33,13
2022-11-08,3,12,18,24,27,29,1
2022-11-10,10,12,14,22,24,27,7
2022-11-13,2,8,15,17,26,28,12
2022-11-15,3,5,10,13,19,29,6
2022-11-17,1,3,18,26,32,33,4
2022-11-20,5,8,16,17,21,25,12
2022-11-22,1,5,14,17,24,31,14
2022-11-24,9,11,13,24,28,32,6
2022-11-27,8,10,14,15,18,22,8
2022-11-29,8,21,23,27,28,33,1
2022-12-01,2,14,19,21,25,28,11
2022-12-04,6,7,9,16,17,19,14
2022-12-06,8,9,18,19,20,27,15
2022-12-08,5,12,13,17,20,27,14
2022-12-11,1,3,13,16,21,27,3
2022-12-13,7,8,13,29,30,33,3
2022-12-15,7,20,22,23,31,32,5
2022-12-18,3,21,25,30,31,33,11
2022-12-20,6,7,13,18,26,31,6
2022-12-22,2,3,7,13,20,30,10
2022-12-25,2,15,16,17,21,31,14
2022-12-27,2,22,26,29,32,33,14
2022-12-29,1,7,11,12,22,28,5
2023-01-01,9,16,18,22,28,32,2
2023-01-03,2,6,10,16,18,22,13
2023-01-05,5,8,18,25,30,32,6
2023-01-08,1,7,15,16,20,25,16
2023-01-10,2,6,8,13,14,19,16
2023-01-12,2,10,12,14,24,26,5
2023-01-15,5,6,9,22,25,31,3
2023-01-17,5,13,18,20,26,28,6
2023-01-29,3,4,19,23,30,32,6
2023-01-31,4,5,13,18,27,29,12
2023-02-02,6,7,16,17,21,22,4
2023-02-05,3,4,7,22,26,30,6
2023-02-07,6,10,14,22,23,33,13
2023-02-09,6,7,18,23,27,30,5
2023-02-12,2,3,14,21,29,32,8
2023-02-14,14,16,19,23,28,30,3
2023-02-16,5,11,18,20,26,28,12
2023-02-19,10,12,17,19,25,31,13
2023-02-21,6,12,26,28,29,32,15
2023-02-23,1,12,17,18,26,27,5
2023-02-26,2,5,6,19,21,27,4
2023-02-28,10,11,18,19,23,31,3
2023-03-02,5,8,10,15,24,25,9
2023-03-05,3,6,9,17,27,28,3
2023-03-07,4,16,20,21,31,32,14
2023-03-09,1,18,26,30,31,33,3
2023-03-12,8,10,22,27,32,33,8
2023-03-14,5,7,10,17,20,22,14
2023-03-16,3,7,12,24,28,33,8
2023-03-19,2,3,7,16,30,31,6
2023-03-21,7,14,27,29,31,33,5
2023-03-23,6,19,20,26,28,33,1
2023-03-26,8,9,13,23,24,26,5
2023-03-28,2,3,9,11,12,17,15
2023-03-30,1,4,9,10,20,33,6
2023-04-02,13,14,18,19,24,30,9
2023-04-04,8,23,25,26,29,31,12
2023-04-06,2,9,14,17,31,33,8
2023-04-09,2,3,9,13,19,28,9
2023-04-11,9,16,17,24,29,31,8
2023-04-13,1,6,12,13,15,24,6
2023-04-16,10,17,20,23,27,30,10
2023-04-18,5,8,12,20,24,28,10
2023-04-20,2,8,15,22,24,26,16
2023-04-23,3,6,12,21,27,28,4
2023-04-25,6,8,17,25,26,28,3
2023-04-27,5,7,14,23,31,33,7
2023-04-30,2,3,10,24,28,30,8
2023-05-02,5,7,14,23,25,27,2
2023-05-04,2,7,9,14,22,23,5
2023-05-07,22,26,29,30,32,33,14
2023-05-09,3,4,5,8,12,17,6
2023-05-11,1,7,14,20,27,30,15
2023-05-14,5,6,9,10,15,26,12
2023-05-16,3,4,20,23,27,32,13
2023-05-18,8,14,15,18,23,33,8
2023-05-21,2,5,10,17,24,32,3
2023-05-23,10,17,22,26,30,33,11
2023-05-25,2,6,13,22,27,32,6
2023-05-28,9,11,17,19,30,31,11
2023-05-30,1,4,6,11,12,22,15
2023-06-01,11,19,23,24,26,33,15
2023-06-04,4,8,17,20,22,27,13
2023-06-06,1,7,11,12,16,18,4
2023-06-08,2,14,17,20,26,33,14
2023-06-11,2,7,8,10,26,31,6
2023-06-13,1,3,12,19,28,32,14
2023-06-15,11,12,15,18,29,33,2
2023-06-18,12,14,17,20,21,26,2
2023-06-20,3,5,25,31,32,33,4
2023-06-22,5,12,15,19,24,26,6
2023-06-25,2,6,10,24,25,33,9
2023-06-27,1,3,15,16,25,32,10
2023-06-29,2,8,9,18,19,21,3
2023-07-02,13,15,24,28,30,31,1
2023-07-04,3,4,15,18,19,22,9
2023-07-06,7,9,14,22,26,27,1
2023-07-09,6,8,14,19,30,31,8
2023-07-11,5,6,9,12,21,22,7
2023-07-13,1,2,4,9,25,31,8
2023-07-16,1,11,15,16,22,31,15
2023-07-18,4,18,19,24,27,30,16
2023-07-20,7,10,12,16,17,30,12
2023-07-23,9,13,14,17,19,27,3
2023-07-25,11,18,23,24,31,33,13
2023-07-27,8,9,10,22,26,32,12
2023-07-30,2,9,15,17,28,33,1
2023-08-01,1,14,18,26,31,33,5
2023-08-03,8,13,15,27,28,31,11
2023-08-06,1,2,9,26,30,31,7
2023-08-08,16,20,22,26,30,32,16
2023-08-10,3,12,24,25,32,33,13
2023-08-13,10,21,24,25,27,32,7
2023-08-15,6,10,12,14,30,31,12
2023-08-17,3,8,16,17,22,26,11
2023-08-20,8,11,18,26,31,32,15
2023-08-22,1,9,14,19,29,30,15
2023-08-24,2,10,11,14,21,27,11
2023-08-27,9,11,14,19,27,33,5
2023-08-29,5,6,12,15,23,25,4
2023-08-31,1,5,9,15,18,26,4
2023-09-03,1,9,10,13,21,28,10
2023-09-05,5,6,13,24,25,29,15
2023-09-07,10,19,23,25,30,31,12
2023-09-10,1,3,5,26,30,32,16
2023-09-12,7,9,10,20,22,24,7
2023-09-14,3,7,18,25,29,33,14
2023-09-17,1,3,6,8,18,24,9
2023-09-19,6,8,10,13,16,28,13
2023-09-21,2,6,20,25,29,33,16
2023-09-24,5,6,12,17,20,33,9
2023-09-26,9,12,13,22,24,31,4
2023-09-28,1,2,13,18,25,27,3
2023-10-05,7,9,15,16,17,26,9
2023-10-08,2,7,16,21,26,27,16
2023-10-10,2,8,9,13,24,27,12
2023-10-12,2,11,14,17,18,28,8
2023-10-15,1,2,11,19,25,29,4
2023-10-17,1,2,3,19,21,28,15
2023-10-19,3,8,13,24,27,29,8
2023-10-22,2,12,16,25,30,31,12
2023-10-24,7,8,14,18,20,30,5
2023-10-26,10,13,15,22,29,32,15
2023-10-29,2,3,17,18,25,30,11
2023-10-31,11,14,15,27,30,33,4
2023-11-02,10,24,26,28,29,31,16
2023-11-05,3,8,19,22,26,32,14
2023-11-07,7,16,20,21,27,33,1
2023-11-09,8,9,12,17,32,33,4
2023-11-12,4,10,17,22,23,32,16
2023-11-14,6,7,14,20,26,32,1
2023-11-16,3,9,11,15,25,27,1
2023-11-19,4,5,10,14,22,25,3
2023-11-21,5,8,9,17,22,33,4
2023-11-23,5,6,11,13,28,30,7
2023-11-26,3,5,10,21,22,26,10
2023-11-28,3,12,17,19,23,27,11
2023-11-30,3,22,28,30,31,33,4
2023-12-03,12,14,19,21,27,31,11
2023-12-05,3,4,11,14,30,31,5
2023-12-07,1,8,11,12,21,23,3
2023-12-10,2,8,20,21,27,33,14
2023-12-12,5,7,9,16,23,30,15
2023-12-14,12,16,17,22,25,27,8
2023-12-17,7,10,21,22,23,24,11
2023-12-19,2,3,6,11,20,32,9
2023-12-21,5,6,14,16,19,32,12
2023-12-24,3,5,7,9,19,20,8
2023-12-26,2,10,19,24,26,33,15
2023-12-28,10,17,25,26,30,33,5
2023-12-31,1,15,16,20,25,27,5
2024-01-02,3,7,16,26,27,32,16
2024-01-04,4,9,10,17,19,20,9
2024-01-07,1,5,8,13,32,33,3
2024-01-09,9,13,17,18,21,27,4
2024-01-11,5,6,20,23,25,32,3
2024-01-14,7,18,20,21,26,32,5
2024-01-16,4,5,6,7,20,22,15
2024-01-18,8,20,21,23,27,30,13
2024-01-21,1,4,7,10,17,23,14
2024-01-23,11,16,20,21,23,24,4
2024-01-25,8,12,16,20,27,31,6
2024-01-28,1,3,7,18,22,28,15
2024-01-30,1,7,10,14,21,25,7
2024-02-01,1,2,10,22,24,25,13
2024-02-04,3,8,17,18,20,30,15
2024-02-06,7,12,20,24,32,33,4
2024-02-18,4,17,19,20,25,32,4
2024-02-20,6,15,17,24,28,29,16
2024-02-22,5,11,12,16,17,20,8
2024-02-25,3,8,12,14,17,33,8
2024-02-27,4,6,16,17,23,24,11
2024-02-29,2,9,11,14,18,26,6
2024-03-03,1,10,22,25,28,32,10
2024-03-05,3,7,21,24,26,30,10
2024-03-07,8,15,21,22,25,33,13
2024-03-10,4,7,18,19,20,25,6
2024-03-12,2,6,13,27,28,32,13
2024-03-14,3,7,8,11,18,19,5
2024-03-17,12,18,23,25,28,33,4
2024-03-19,1,8,22,25,29,33,10
2024-03-21,9,10,13,25,30,32,2
2024-03-24,1,3,4,11,12,21,16
2024-03-26,6,10,11,18,20,32,5
2024-03-28,2,9,12,19,21,31,4
2024-03-31,5,7,14,17,22,32,6
2024-04-02,2,8,9,12,21,31,2
2024-04-04,1,4,5,6,12,14,13
2024-04-07,8,10,18,23,27,31,2
2024-04-09,2,6,12,29,30,31,10
2024-04-11,11,14,18,19,23,26,2
2024-04-14,2,9,12,22,25,33,16
2024-04-16,2,4,5,14,26,32,14
2024-04-18,4,6,7,14,15,24,8
2024-04-21,2,6,17,25,32,33,6
2024-04-23,2,8,19,23,24,26,3
2024-04-25,2,6,10,11,17,29,15
2024-04-28,7,8,21,26,29,30,15
2024-04-30,2,9,15,19,26,28,2
2024-05-02,12,15,17,23,26,32,11
2024-05-05,1,3,7,10,22,33,2
2024-05-07,5,9,13,20,23,28,6
2024-05-09,7,10,11,15,17,21,3
2024-05-12,7,14,21,22,28,33,7
2024-05-14,8,13,20,25,31,32,3
2024-05-16,2,4,6,7,16,29,3
2024-05-19,5,18,20,24,25,26,6
2024-05-21,3,8,17,18,23,31,8
2024-05-23,8,12,13,17,27,29,13
2024-05-26,1,3,14,25,31,33,7
2024-05-28,1,2,6,10,22,28,15
2024-05-30,1,9,18,22,25,28,2
2024-06-02,1,7,10,16,18,27,16
2024-06-04,7,14,16,23,28,32,4
2024-06-06,6,8,17,18,28,30,5
2024-06-09,3,5,9,10,19,22,14
2024-06-11,8,9,12,22,26,32,13
2024-06-13,1,11,13,17,25,29,3
2024-06-16,1,2,7,19,20,21,1
2024-06-18,6,13,20,21,24,32,6
2024-06-20,4,13,18,20,22,28,5
2024-06-23,2,8,19,28,30,31,14
2024-06-25,1,14,20,21,23,27,6
2024-06-27,3,9,12,18,28,30,1
2024-06-30,7,8,10,22,24,32,7
2024-07-02,3,5,8,18,22,28,1
2024-07-04,3,22,24,27,29,32,15
2024-07-07,1,4,6,14,17,22,8
2024-07-09,5,9,14,21,22,26,12
2024-07-11,2,3,6,7,16,26,4
2024-07-14,6,11,12,27,29,30,13
2024-07-16,1,6,12,17,23,25,4
2024-07-18,1,2,13,16,17,29,16
2024-07-21,3,9,14,29,32,33,15
2024-07-23,1,8,10,13,19,29,13
2024-07-25,1,5,15,21,23,27,15
2024-07-28,17,19,20,23,25,31,2
2024-07-30,3,9,18,19,20,26,11
2024-08-01,3,8,10,17,30,32,10
2024-08-04,3,6,9,15,18,31,1
2024-08-06,7,11,17,24,31,32,12
2024-08-08,13,15,16,19,20,24,10
2024-08-11,3,8,11,12,18,29,5
2024-08-13,1,5,7,11,12,15,12
2024-08-15,6,13,17,22,25,27,9
2024-08-18,4,6,9,14,16,21,3
2024-08-20,2,4,14,18,23,27,13
2024-08-22,4,10,12,13,18,30,3
2024-08-25,3,8,10,20,30,31,2
2024-08-27,4,12,17,24,26,27,16
2024-08-29,13,14,19,20,27,30,5
2024-09-01,8,12,15,17,19,30,8
2024-09-03,9,15,18,21,22,25,1
2024-09-05,12,21,23,27,32,33,15
2024-09-08,5,16,23,24,26,29,4
2024-09-10,2,5,17,19,29,33,4
2024-09-12,3,8,11,22,31,33,4
2024-09-15,1,6,8,13,17,19,9
2024-09-17,1,8,9,23,24,30,8
2024-09-19,3,4,24,28,29,33,9
2024-09-22,4,13,17,23,25,33,14
2024-09-24,1,4,11,12,22,30,16
2024-09-26,8,11,16,25,29,32,3
2024-09-29,4,5,23,24,26,31,11
2024-10-06,7,11,18,24,27,32,4
2024-10-08,3,10,11,19,27,28,7
